Code,Description,Sub-Description,,,Units,2001-02,2002-03,2003-04,2004-05,2005-06,2006,2007,2008,2009,2010,2011,2012
eo240301,Other food products,Fillings,,Fruit filling (e.g. peaches for pancakes),g,0,0,0,0,0,0,0,0,0,0,0,0
eo240302,Other food products,Fillings,,Vegetable filling,g,0,0,1,0,0,0,1,1,0,1,0,0
eo240303,Other food products,Fillings,,"Cheese filling including cheddar cheese, cottage cheese",g,1,1,1,1,1,1,1,1,1,1,1,1
eo240304,Other food products,Fillings,,Fish based filling (e.g. tuna mayonnaise),g,1,1,1,1,1,1,1,1,1,1,1,0
eo2404,Other food products,"Fats, preserves, sugar and custard",,,g,3,3,3,2,2,2,2,3,2,2,2,2
eo240401,Other food products,"Fats, preserves, sugar and custard",,Butter and margarine,g,0,0,0,0,0,0,0,0,0,0,0,0
eo240402,Other food products,"Fats, preserves, sugar and custard",,"Jam, marmalade and honey",g,0,0,0,0,0,0,0,0,0,0,0,0
eo240403,Other food products,"Fats, preserves, sugar and custard",,"Cream - single, double, sour etc.",g,1,1,0,0,0,1,0,0,0,0,0,0
eo240404,Other food products,"Fats, preserves, sugar and custard",,Custard,g,2,1,1,1,1,1,1,1,1,1,1,1
eo240405,Other food products,"Fats, preserves, sugar and custard",,"Sugar (as an addition to tea, coffee etc.)",g,0,0,0,0,0,0,0,0,0,0,0,0
eo240501,Other food products,Commercial baby food in a jar or can,,,g,0,0,0,0,0,0,0,0,0,0,0,0
eo2406,Other food products,Yorkshire puddings and dumplings,,,g,1,1,1,1,1,1,1,1,1,1,2,2
eo240701,Other food products,"Unspecified meal (e.g. 'meal', 'school meal' or 'meal at work')",,,g,136,126,121,116,116,122,118,103,114,132,106,92
eo250,Beverages, ,,,ml,155,147,142,141,135,129,133,124,120,117,117,118
eo250101,Beverages,"Coffee, black including espresso",,,ml,5,6,5,5,5,4,4,5,5,5,4,5
eo250102,Beverages,"Coffee, white including cappuccino, latte",,,ml,47,39,36,35,30,29,31,29,33,33,31,34
eo250103,Beverages,"Coffee, black or white not specified",,,ml,47,48,48,53,49,51,50,46,42,40,42,37
eo250104,Beverages,"Tea, white (including black or white not specified)",,,ml,46,45,43,39,40,36,39,35,32,31,33,32
eo250105,Beverages,"Tea, black including Chinese tea, herbal tea, fruit tea",,,ml,1,1,1,1,2,1,2,1,2,1,1,2
eo250106,Beverages,"Hot chocolate or cocoa, with milk or water",,,ml,9,8,8,7,9,7,8,8,7,7,7,8
eo260,Soft drinks including milk, ,,,ml,381,387,394,357,351,347,312,291,286,279,269,254
eo2602,Soft drinks including milk,Soft drinks,,,ml,358,362,369,335,330,327,295,275,267,261,253,236
eo260201,Soft drinks including milk,Soft drinks,,Mineral water,ml,46,53,53,62,64,70,62,49,47,48,47,41
eo260202,Soft drinks including milk,Soft drinks,,Soft drink (incl carbonates and still) - low calorie,ml,57,54,59,44,46,44,36,36,33,46,47,35
eo260203,Soft drinks including milk,Soft drinks,,Soft drink (incl carbonates & still) - not low calorie (including drinks where calorie content unspecified),ml,238,239,239,213,203,195,179,174,171,153,142,144
eo260204,Soft drinks including milk,Soft drinks,,Pure fruit juices,ml,17,16,17,15,16,18,17,17,16,15,16,15
eo260205,Soft drinks including milk,Soft drinks,,"Vegetable juices (e.g. tomato juice, carrot juice)",ml,0,0,1,0,0,0,0,0,0,0,0,0
eo260206,Soft drinks including milk,Soft drinks,,Soft drink where pure juice or juice drink not specified,ml,0,0,0,0,0,0,0,0,0,0,1,2
eo2603,Soft drinks including milk,Milk-based drinks,,,ml,23,24,25,22,21,19,17,16,19,18,17,18
eo260301,Soft drinks including milk,Milk-based drinks,,Milk as a drink,ml,7,6,6,6,6,5,4,4,5,4,3,3
eo260302,Soft drinks including milk,Milk-based drinks,,Milk on cereal,ml,0,0,0,1,0,0,0,0,0,0,0,0
eo260303,Soft drinks including milk,Milk-based drinks,,Milkshake and flavoured milk,ml,8,8,9,9,9,8,7,6,7,7,7,7
eo260304,Soft drinks including milk,Milk-based drinks,,Free school milk,ml,7,10,10,7,6,6,6,5,7,6,6,8
eo270,Alcoholic drinks, ,,,ml,733,704,664,616,597,561,503,443,449,413,394,355
eo2701,Alcoholic drinks,Spirits,,,ml,21,21,22,20,20,18,17,14,16,16,12,12
eo270101,Alcoholic drinks,Spirits,,Spirits,ml,2,2,2,1,1,2,2,1,2,1,1,1
eo270102,Alcoholic drinks,Spirits,,Liqueurs,ml,0,0,0,0,0,0,0,0,0,0,0,0
eo270103,Alcoholic drinks,Spirits,,Cocktails,ml,1,1,1,1,1,1,1,1,1,2,1,1
eo270104,Alcoholic drinks,Spirits,,"Spirits or liqueurs with mixer (e.g. gin & tonic, Bacardi & coke)",ml,18,17,19,17,18,16,14,12,13,13,10,9
eo2702,Alcoholic drinks,Wines and ciders,,,ml,74,76,65,60,53,58,55,46,63,68,61,48
eo270201,Alcoholic drinks,Wines and ciders,,Wine (not sparkling) including unspecified 'wine',ml,18,18,19,20,20,21,18,17,28,33,30,20
eo270202,Alcoholic drinks,Wines and ciders,,Sparkling wines (e.g. Champagne) and wine with mixer (e.g. Bucks Fizz),ml,2,1,2,2,2,2,1,1,1,1,1,1
eo270203,Alcoholic drinks,Wines and ciders,,"Fortified wine (e.g. sherry, port, vermouth)",ml,0,0,0,0,0,0,0,0,0,0,0,0
eo270204,Alcoholic drinks,Wines and ciders,,Cider or perry - half pint or bottle,ml,4,4,4,3,4,4,2,2,3,3,3,4
eo270205,Alcoholic drinks,Wines and ciders,,Cider or perry - pint or can or size not specified,ml,17,15,15,15,12,20,25,19,25,26,24,21
eo270206,Alcoholic drinks,Wines and ciders,,"Alcoholic soft drinks (alcopops), and ready-mixed bottled drinks",ml,34,36,25,20,15,11,8,6,6,5,3,2
eo2703,Alcoholic drinks,Beer and lager,,,ml,623,592,557,515,499,459,400,358,342,299,286,267
eo270301,Alcoholic drinks,Beer and lager,,Bitter - half pint or bottle,ml,13,11,9,9,9,10,7,7,6,7,7,7
eo270302,Alcoholic drinks,Beer and lager,,Bitter - pint or can or size not specified,ml,205,194,155,159,142,137,126,114,111,103,106,105
eo270303,Alcoholic drinks,Beer and lager,,Lager or other beers including unspecified 'beer' - half pint or bottle,ml,57,56,48,35,37,34,27,28,24,19,15,14
eo270304,Alcoholic drinks,Beer and lager,,Lager or other beers including unspecified 'beer' - pint or can or size not specified,ml,348,332,345,312,311,277,239,209,200,169,158,141
eo270401,Alcoholic drinks,"Round of drinks, alcohol not otherwise specified",,,ml,15,15,21,22,25,25,31,25,27,30,34,28
eo280,Confectionery, ,,,g,23,22,22,18,17,14,13,12,11,10,9,8
eo280101,Confectionery,"Solid, unfilled chocolate bars and sweets and unspecified 'chocolate'",,,g,5,6,5,5,5,4,4,4,3,3,3,3
eo280102,Confectionery,"Filled chocolate-coated bars and sweets (e.g. Mars, Snickers, Minstrels)",,,g,8,8,8,6,6,5,5,5,4,3,3,3
eo280103,Confectionery,Single chocolate (after dinner),,,g,0,0,0,0,0,0,0,0,0,0,0,0
eo280104,Confectionery,Chewing gum and bubble gum,,,g,1,1,1,1,1,1,0,0,0,0,0,0
eo280105,Confectionery,"Mints (e.g. Polo, Extra Strong)",,,g,1,1,1,1,1,1,0,0,0,0,0,0
eo280106,Confectionery,"Boiled sweets, jellies and unspecified 'sweets' (e.g. fruit gums)",,,g,4,3,3,3,3,2,2,2,2,2,2,2
eo280107,Confectionery,"Uncoated toffee or fudge, uncoated (e.g. Toffos, chocolate eclairs, caramels)",,,g,0,0,0,0,0,0,0,0,0,0,0,0
eo280108,Confectionery,"Pick 'n' mix, nougat, liquorice and other sweets",,,g,3,3,3,2,2,1,1,1,1,1,1,0
eo290,"Ice cream, desserts and cakes", ,,,g,31,32,29,29,28,28,26,26,26,25,25,24
eo2901,"Ice cream, desserts and cakes",Ice cream,,,g,9,9,8,7,7,7,6,6,6,6,6,5
eo290101,"Ice cream, desserts and cakes",Ice cream,,"Ice cream in a cone, cornet or wafer and ice cream desserts",g,7,6,5,5,4,5,4,4,5,4,4,3
eo290103,"Ice cream, desserts and cakes",Ice cream,,Ice cream scoop or tub including ice cream served with dessert,g,1,1,1,1,1,1,1,1,1,1,1,1
eo290104,"Ice cream, desserts and cakes",Ice cream,,Iced lollies and sorbets,g,2,1,1,1,1,1,1,1,1,1,0,0
eo2902,"Ice cream, desserts and cakes",Cakes and desserts,,,g,19,20,19,19,19,18,18,17,17,17,17,16
eo290201,"Ice cream, desserts and cakes",Cakes and desserts,,Doughnut,g,2,3,2,2,2,2,2,2,2,1,1,2
eo290202,"Ice cream, desserts and cakes",Cakes and desserts,,"Cream pastries (e.g. chocolate eclairs, profiteroles)",g,2,1,1,1,1,1,1,1,1,1,1,1
eo290203,"Ice cream, desserts and cakes",Cakes and desserts,,Cream sponge or gateau (not chocolate) e.g. Victoria sandwich,g,0,0,0,0,0,0,0,0,0,0,0,0
eo290204,"Ice cream, desserts and cakes",Cakes and desserts,,Rich chocolate cake or chocolate gateau e.g. Death by Chocolate,g,1,1,1,1,1,1,1,1,1,1,1,1
eo290205,"Ice cream, desserts and cakes",Cakes and desserts,,Fruit and other pies or pastries,g,5,4,4,4,4,4,4,4,4,4,4,3
eo290206,"Ice cream, desserts and cakes",Cakes and desserts,,Fruit cake,g,1,1,1,1,1,1,0,1,0,0,0,0
eo290207,"Ice cream, desserts and cakes",Cakes and desserts,,Other sponge cakes or desserts (not cream cakes),g,4,6,5,5,5,5,5,5,4,4,4,3
eo290208,"Ice cream, desserts and cakes",Cakes and desserts,,Custard desserts or sweet soufflé,g,1,1,1,1,1,1,1,1,0,1,0,1
eo290209,"Ice cream, desserts and cakes",Cakes and desserts,,Meringue desserts including pavlova,g,0,0,0,0,0,0,0,0,0,0,0,0
eo290210,"Ice cream, desserts and cakes",Cakes and desserts,,Cheesecake,g,1,1,1,1,1,1,1,1,1,1,1,1
eo290211,"Ice cream, desserts and cakes",Cakes and desserts,,"Fool, trifle and mousse desserts",g,1,1,1,1,1,1,0,1,0,1,0,0
eo290212,"Ice cream, desserts and cakes",Cakes and desserts,,Jelly,g,0,0,0,0,0,0,0,0,0,0,0,0
eo290213,"Ice cream, desserts and cakes",Cakes and desserts,,"Milk and rice puddings including tapioca, semolina",g,0,0,0,0,0,0,0,0,0,0,0,0
eo290214,"Ice cream, desserts and cakes",Cakes and desserts,,"Other cakes and desserts, unspecified 'cake' or 'dessert'",g,2,2,2,2,2,2,2,2,2,2,3,3
eo2903,"Ice cream, desserts and cakes",Waffles and pancakes,,,g,0,0,0,1,0,0,1,0,1,1,1,1
eo290401,"Ice cream, desserts and cakes","Teacakes, scones, currant buns, iced buns",,,g,3,2,2,2,2,2,2,2,2,2,2,2
eo300,Biscuits and chocolate, ,,,g,4,3,4,3,3,3,3,3,3,3,3,2
eo300101,Biscuits and chocolate,Fully-coated chocolate biscuits or wafers,,,g,2,2,1,1,1,1,1,1,1,1,1,1
eo300102,Biscuits and chocolate,Sweet biscuits including half-coated chocolate biscuits,,,g,1,1,1,1,1,1,1,1,1,1,1,1
eo300103,Biscuits and chocolate,Cereal bars and cereal-based cakes,,,g,1,1,1,1,1,1,1,1,1,1,1,1
eo300104,Biscuits and chocolate,Savoury biscuits,,,g,0,0,0,0,0,0,0,0,0,0,0,0
eo310,"Crisps, nuts and snacks", ,,,g,13,12,12,10,10,9,8,8,7,7,7,6
eo3101,"Crisps, nuts and snacks",Nuts and crisps,,,g,11,11,11,9,9,8,7,7,6,6,6,5
eo310101,"Crisps, nuts and snacks",Nuts and crisps,,"Nuts, nut products and seeds",g,0,0,0,0,0,0,0,0,0,0,0,0
eo310102,"Crisps, nuts and snacks",Nuts and crisps,,"Potato crisps or snacks including unspecified 'crisps', prawn crackers",g,10,10,10,8,8,7,7,6,6,5,5,5
eo310103,"Crisps, nuts and snacks",Nuts and crisps,,"Cornsnacks, based on maize",g,0,1,0,0,0,0,0,0,0,0,0,0
eo310104,"Crisps, nuts and snacks",Nuts and crisps,,Wheat-based savoury snack,g,0,0,0,0,0,0,0,0,0,0,0,0
eo310201,"Crisps, nuts and snacks",Popcorn,,,g,1,1,1,1,1,1,1,1,1,1,1,1
eo310301,"Crisps, nuts and snacks",Other savoury snacks (including hors d'oeuvres),,,g,0,0,0,0,0,0,0,0,0,0,0,0
